customer_id,gender,senior_citizen,tenure_months,monthly_fee,total_charges,payment_method,subscription_plan,churned
2926-JEJJC,Female,0,8,20.2,140.95,Bank Transfer,Basic,No
8601-QACRS,Female,0,5,50.6,249.95,Mailed,Standard,Yes
4950-BDEUX,Male,0,35,49.2,1701.65,Electronic,Basic,No
5789-LDFXO,Male,0,24,24.6,592.65,Electronic,Basic,No
0508-OOLTO,Female,0,2,71.65,135.75,Electronic,Standard,No
2984-TBYKU,Male,0,72,104.9,7732.65,Credit Card,Premium,No
9822-WMWVG,Female,0,41,106.5,4282.4,Electronic,Premium,No
2391-SOORI,Male,0,4,49.35,219.65,Electronic,Basic,Yes
9040-KZVWO,Male,0,26,75.5,2018.1,Bank Transfer,Standard,No
2645-QTLMB,Male,0,7,94.25,669.0,Electronic,Premium,Yes
4806-HIPDW,Female,0,1,68.95,68.95,Electronic,Standard,Yes
1548-ARAGG,Female,0,4,58.5,224.85,Mailed,Standard,No
6339-RZCBJ,Male,0,48,78.9,3771.5,Credit Card,Standard,No
4424-TKOPW,Male,1,2,93.85,196.75,Electronic,Premium,Yes
4415-WNGVR,Female,1,12,79.2,943.85,Electronic,Standard,No
2522-AHJXR,Male,0,60,109.45,6572.85,Bank Transfer,Premium,No
0412-UCCNP,Male,0,55,59.2,3175.85,Electronic,Standard,No
1816-FLZDK,Male,0,1,29.15,29.15,Mailed,Basic,No
7096-UCLNH,Male,0,1,20.05,20.05,Mailed,Basic,No
8443-ZRDBZ,Male,0,4,76.05,318.9,Electronic,Standard,Yes
9136-ALYBR,Male,0,1,24.45,24.45,Mailed,Basic,Yes
4615-PIVVU,Female,0,42,66.5,2762.75,Credit Card,Standard,No
8885-QSQBX,Female,0,1,49.55,49.55,Bank Transfer,Basic,No
7479-NITWS,Male,0,7,89.35,631.85,Credit Card,Premium,Yes
8617-ENBDS,Male,0,3,73.6,232.5,Credit Card,Standard,No
9385-NXKDA,Female,0,72,82.65,5919.35,Credit Card,Premium,No
0430-IHCDJ,Male,0,15,49.0,749.25,Electronic,Basic,No
2959-MJHIC,Male,0,4,80.35,307.4,Electronic,Premium,Yes
6674-KVJHG,Female,0,11,25.2,245.15,Electronic,Basic,No
1814-DKOLC,Female,0,5,25.45,134.75,Mailed,Basic,No
4201-JMNGR,Female,1,1,55.8,55.8,Electronic,Standard,Yes
9351-HXDMR,Male,0,72,110.9,8240.85,Credit Card,Premium,No
3537-HPKQT,Female,0,55,77.75,4266.4,Credit Card,Standard,No
2129-ALKBS,Female,0,40,26.2,1077.5,Electronic,Basic,No
5821-MMEIL,Female,0,57,19.9,1115.6,Bank Transfer,Basic,No
5960-WPXQM,Male,0,1,79.05,79.05,Electronic,Standard,Yes
0684-AOSIH,Male,0,1,95.0,95.0,Electronic,Premium,Yes
8260-NGFNY,Female,0,1,25.2,25.2,Mailed,Basic,Yes
1309-XGFSN,Male,1,52,80.85,4079.55,Electronic,Premium,No
1866-RZZQS,Male,1,41,98.4,4187.75,Electronic,Premium,Yes
6968-URWQU,Male,0,43,56.35,2391.15,Mailed,Standard,No
4742-TXUEX,Female,0,47,19.3,890.5,Bank Transfer,Basic,No
9631-XEYKE,Male,0,3,50.4,137.25,Bank Transfer,Standard,No
8631-NBHFZ,Male,1,66,79.4,5154.6,Credit Card,Standard,Yes
1335-MXCSE,Male,0,55,55.25,3119.9,Credit Card,Standard,No
8873-TMKGR,Male,0,29,19.1,529.5,Mailed,Basic,No
8800-JOOCF,Female,0,12,84.05,966.55,Electronic,Premium,No
1469-LBJQJ,Female,0,66,105.2,6936.85,Electronic,Premium,No
4958-XCBDQ,Male,1,35,101.4,3496.3,Electronic,Premium,Yes
8337-UPOAQ,Male,1,10,89.8,914.3,Electronic,Premium,Yes
0064-YIJGF,Male,0,27,75.75,1929.0,Bank Transfer,Standard,No
2386-OWURY,Female,0,58,95.3,5817.7,Electronic,Premium,No
1725-IQNIY,Male,0,54,109.75,6110.2,Bank Transfer,Premium,Yes
0310-VQXAM,Male,0,9,19.85,178.8,Mailed,Basic,No
6598-RFFVI,Male,0,2,19.3,28.3,Credit Card,Basic,Yes
3453-RTHJQ,Male,0,6,69.1,435.0,Electronic,Standard,No
6712-OAWRH,Female,1,26,91.25,2351.8,Electronic,Premium,Yes
6278-FEPBZ,Female,0,9,20.25,186.15,Mailed,Basic,No
4280-DLSHD,Male,0,8,54.75,445.85,Mailed,Standard,No
1508-DFXCU,Male,0,12,81.45,912.0,Electronic,Premium,No
8614-VGMMV,Female,0,15,49.1,679.55,Electronic,Basic,Yes
7868-BGSZA,Male,0,43,80.2,3581.6,Electronic,Premium,No
2800-QQUSO,Male,0,42,100.3,4222.95,Electronic,Premium,No
2930-UOTMB,Female,0,31,65.25,1994.3,Credit Card,Standard,Yes
7973-DZRKH,Female,0,66,90.95,5930.05,Credit Card,Premium,No
5914-DVBWJ,Female,1,18,85.45,1505.85,Electronic,Premium,Yes
7698-YFGEZ,Male,0,1,20.0,20.0,Mailed,Basic,No
2533-QVMSK,Male,0,61,94.1,5638.3,Electronic,Premium,Yes
9773-PEQBZ,Male,0,10,79.85,797.25,Electronic,Standard,No
8644-XLFBW,Male,1,1,71.65,71.65,Electronic,Standard,Yes
0650-BWOZN,Female,1,18,73.55,1359.45,Electronic,Standard,No
8625-AZYZY,Male,0,24,104.65,2542.45,Electronic,Premium,Yes
7785-RDVIG,Female,0,3,19.3,54.7,Mailed,Basic,No
9602-WCXPI,Male,0,50,20.15,989.05,Credit Card,Basic,No
2903-YYTBW,Male,0,1,44.55,44.55,Electronic,Basic,No
3620-MWJNE,Male,0,2,54.45,87.3,Mailed,Standard,No
8573-JGCZW,Male,0,17,19.65,351.55,Bank Transfer,Basic,No
6837-HAEVO,Male,0,69,105.0,7297.75,Electronic,Premium,No
6701-YVNQG,Male,0,72,88.7,6301.7,Credit Card,Premium,No
9306-CPCBC,Female,0,3,74.25,210.3,Electronic,Standard,Yes
4304-XUMGI,Male,1,50,75.15,3822.45,Bank Transfer,Standard,No
9504-YAZWB,Female,0,53,20.25,1048.45,Mailed,Basic,No
8819-ZBYNA,Female,0,58,109.1,6393.65,Credit Card,Premium,No
6174-NRBTZ,Male,0,46,30.75,1489.3,Bank Transfer,Basic,No
9481-IEBZY,Male,1,72,112.9,8061.5,Credit Card,Premium,No
1833-VGRUM,Female,1,1,74.2,74.2,Electronic,Standard,Yes
6137-NICCO,Female,0,6,94.05,518.75,Mailed,Premium,No
9065-ZCPQX,Male,0,72,78.85,5763.15,Bank Transfer,Standard,No
6402-EJMWF,Male,0,4,55.3,238.5,Mailed,Standard,No
3620-EHIMZ,Female,0,52,19.35,1031.7,Mailed,Basic,No
3213-VVOLG,Male,0,0,25.35,0.0,Mailed,Basic,No
6870-ECSHE,Female,0,2,20.45,34.8,Mailed,Basic,No
8747-UDCOI,Female,0,65,19.35,1319.95,Bank Transfer,Basic,No
8374-XGEJJ,Male,1,43,101.0,4388.4,Electronic,Premium,Yes
2656-TABEH,Male,0,4,100.2,420.2,Electronic,Premium,Yes
6946-LMSQS,Male,1,25,89.05,2177.45,Electronic,Premium,Yes
4626-OZDTJ,Female,0,51,78.65,3950.85,Credit Card,Standard,No
9169-BSVIN,Male,0,12,74.75,827.05,Bank Transfer,Standard,No
2325-ZUSFD,Female,0,57,70.1,3913.3,Bank Transfer,Standard,Yes
8194-PEEBY,Female,0,24,19.9,533.5,Mailed,Basic,No
6872-HXFNF,Female,0,64,58.35,3756.45,Bank Transfer,Standard,No
3932-CMDTD,Female,0,4,105.65,443.9,Electronic,Premium,Yes
7714-YXSMB,Female,0,26,100.5,2599.95,Bank Transfer,Premium,No
8387-UGUSU,Female,0,15,20.05,284.3,Mailed,Basic,No
1080-BWSYE,Male,1,64,25.65,1740.8,Credit Card,Basic,No
4039-HEUNW,Male,1,36,96.5,3436.1,Electronic,Premium,Yes
1194-HVAIF,Female,0,27,95.0,2462.55,Credit Card,Premium,No
0812-WUPTB,Male,1,1,70.85,70.85,Mailed,Standard,Yes
3594-UVONA,Female,0,35,85.95,3110.1,Credit Card,Premium,Yes
0004-TLHLJ,Male,0,4,73.9,280.85,Electronic,Standard,Yes
1767-TGTKO,Female,0,8,45.45,411.75,Electronic,Basic,No
8439-LTUGF,Male,0,10,20.0,198.6,Credit Card,Basic,No
8805-JNRAZ,Female,0,2,49.2,103.7,Mailed,Basic,No
5089-IFSDP,Female,0,58,109.45,6144.55,Bank Transfer,Premium,Yes
6418-HNFED,Male,0,51,83.25,4089.45,Credit Card,Premium,No
0206-OYVOC,Female,0,46,19.25,864.2,Mailed,Basic,No
7291-CDTMJ,Male,0,1,19.65,19.65,Bank Transfer,Basic,No
7128-GGCNO,Male,0,46,72.8,3249.4,Bank Transfer,Standard,No
0237-YFUTL,Female,0,50,109.65,5405.8,Bank Transfer,Premium,No
7691-KGKGP,Male,0,53,65.0,3363.8,Credit Card,Standard,No
6710-HSJRD,Male,0,61,114.1,7132.15,Electronic,Premium,No
3675-EQOZA,Male,0,5,20.65,93.55,Bank Transfer,Basic,No
0840-DCNZE,Male,0,47,86.95,4138.9,Bank Transfer,Premium,No
1732-FEKLD,Female,0,54,94.75,5121.75,Bank Transfer,Premium,No
9862-KJTYK,Male,0,19,25.35,566.1,Credit Card,Basic,No
0479-HMSWA,Female,0,26,105.45,2715.3,Electronic,Premium,No
5854-KSRBJ,Male,0,70,25.4,1782.05,Mailed,Basic,No
0365-BZUWY,Male,0,17,102.55,1742.5,Electronic,Premium,No
4817-VYYWS,Female,0,30,100.2,2983.8,Electronic,Premium,Yes
5701-SVCWR,Female,0,1,24.0,24.0,Mailed,Basic,No
3129-AAQOU,Female,0,19,25.6,485.9,Mailed,Basic,No
4922-CVPDX,Female,0,26,73.5,1905.7,Credit Card,Standard,No
1396-QWFBJ,Female,0,21,74.05,1565.7,Bank Transfer,Standard,Yes
1357-BIJKI,Male,0,50,98.25,4858.7,Electronic,Premium,No
1099-BTKWT,Female,0,68,54.4,3723.65,Electronic,Standard,No
5299-SJCZT,Male,0,3,101.55,298.35,Bank Transfer,Premium,Yes
2018-PZKMU,Male,0,9,103.1,970.45,Electronic,Premium,No
7340-KEFQE,Female,0,51,34.2,1782.0,Bank Transfer,Basic,No
4570-QHXHL,Female,0,9,43.75,405.7,Electronic,Basic,No
2403-BCASL,Male,1,41,111.95,4534.9,Electronic,Premium,Yes
7392-YYPYJ,Male,0,22,100.65,2415.95,Electronic,Premium,No
2898-LSJGD,Female,0,21,55.95,1157.05,Electronic,Standard,Yes
2223-GDSHL,Male,0,71,116.05,8297.5,Bank Transfer,Premium,No
7359-PTSXY,Male,0,1,45.75,45.75,Electronic,Basic,Yes
9470-RTWDV,Male,0,26,82.0,2083.1,Credit Card,Premium,No
2176-OSJUV,Male,0,71,65.15,4681.75,Bank Transfer,Standard,No
9348-YVOMK,Male,0,4,44.8,176.2,Credit Card,Basic,No
8104-OSKWT,Female,0,12,79.8,1001.2,Electronic,Standard,No
4521-YEEHE,Female,0,18,88.85,1594.75,Electronic,Premium,No
4090-KPJIP,Female,0,3,74.95,212.4,Electronic,Standard,No
3786-WOVKF,Female,1,72,106.85,7677.4,Bank Transfer,Premium,No
4503-BDXBD,Male,0,11,74.95,815.5,Electronic,Standard,Yes
6086-ESGRL,Female,0,1,80.15,80.15,Credit Card,Premium,Yes
2592-HODOV,Male,0,13,19.3,259.65,Credit Card,Basic,No
3886-CERTZ,Female,0,72,109.25,8109.8,Electronic,Premium,Yes
7995-ZHHNZ,Male,0,42,56.1,2386.85,Credit Card,Standard,No
3824-RHKVR,Female,0,17,19.7,340.35,Credit Card,Basic,No
5816-SCGFC,Female,1,7,51.3,419.35,Mailed,Standard,No
5989-AXPUC,Female,0,68,118.6,7990.05,Mailed,Premium,No
4979-HPRFL,Male,0,56,24.15,1402.25,Bank Transfer,Basic,No
8590-OHDIW,Female,0,38,20.3,749.35,Mailed,Basic,No
8015-IHCGW,Female,0,72,115.5,8425.15,Electronic,Premium,No
2332-TODQS,Female,0,48,25.05,1171.5,Credit Card,Basic,No
9278-VZKCD,Female,1,52,109.1,5647.95,Electronic,Premium,No
8008-OTEZX,Female,0,35,19.65,708.8,Mailed,Basic,No
2773-OVBPK,Male,0,67,111.3,7567.2,Bank Transfer,Premium,No
5999-LCXAO,Female,0,1,29.9,29.9,Mailed,Basic,No
5206-XZZQI,Male,0,53,80.6,4348.1,Mailed,Premium,No
4803-LBYPN,Male,0,34,20.8,635.9,Mailed,Basic,No
5759-RCVCB,Female,0,3,35.2,108.95,Credit Card,Basic,Yes
6372-RFVNS,Female,0,1,78.8,78.8,Electronic,Standard,Yes
2139-FQHLM,Male,0,19,89.95,1682.4,Mailed,Premium,No
8261-GWDBQ,Female,1,60,116.05,6925.9,Bank Transfer,Premium,No
1093-YSWCA,Male,0,11,19.55,223.15,Credit Card,Basic,No
8938-UMKPI,Female,0,47,106.4,5127.95,Electronic,Premium,Yes
0991-BRRFB,Male,0,18,49.4,874.8,Electronic,Basic,Yes
3882-IYOIJ,Female,0,60,115.25,6758.45,Credit Card,Premium,No
8749-TZYEC,Male,0,72,24.8,1874.3,Credit Card,Basic,No
1755-FZQEC,Male,0,39,19.9,791.15,Mailed,Basic,No
3115-JPJDD,Female,0,59,81.25,4639.45,Credit Card,Premium,No
5600-KTXFM,Male,0,2,69.95,143.9,Mailed,Standard,No
3871-IKPYH,Male,1,1,69.1,69.1,Electronic,Standard,Yes
6319-IEJWJ,Male,0,20,90.2,1776.55,Electronic,Premium,Yes
9025-AOMKI,Female,0,6,93.55,536.4,Bank Transfer,Premium,Yes
6339-TBELP,Male,0,71,86.4,6172.0,Credit Card,Premium,No
7964-YESJC,Female,0,24,66.3,1559.45,Mailed,Standard,No
6173-GOLSU,Male,1,67,94.65,6079.0,Credit Card,Premium,No
5275-SQEIZ,Male,0,1,80.85,80.85,Mailed,Premium,Yes
7716-YTYHG,Female,0,48,82.05,4029.95,Mailed,Premium,Yes
9938-ZREHM,Female,0,37,72.1,2658.4,Mailed,Standard,No
7950-XWOVN,Male,0,11,34.7,383.55,Mailed,Basic,No
4390-KYULV,Male,0,3,20.55,51.15,Credit Card,Basic,Yes
4647-MUZON,Female,0,18,95.95,1745.5,Credit Card,Premium,No
9702-AIUJO,Male,0,50,44.8,2230.85,Bank Transfer,Basic,No
8849-PRIQJ,Female,0,67,109.4,7281.6,Electronic,Premium,No
8851-RAGOV,Female,0,25,71.05,1837.7,Mailed,Standard,No
1304-NECVQ,Female,1,2,78.55,149.55,Electronic,Standard,Yes
5396-IZEPB,Male,0,9,19.7,180.7,Credit Card,Basic,No
1729-VLAZJ,Female,0,10,40.25,411.45,Mailed,Basic,No
8285-ABVLB,Female,0,70,19.85,1328.35,Credit Card,Basic,No
0701-TJSEF,Male,0,9,68.25,576.95,Bank Transfer,Standard,No
5712-VBOXD,Female,0,4,20.15,68.45,Credit Card,Basic,No
6629-LADHQ,Female,0,2,50.95,123.05,Mailed,Standard,No
8945-GRKHX,Female,0,1,78.65,78.65,Electronic,Standard,Yes
1559-DTODC,Male,0,19,25.15,468.35,Bank Transfer,Basic,No
4797-MIWUM,Male,0,7,20.25,174.7,Bank Transfer,Basic,No
6959-UWKHF,Male,0,1,42.9,42.9,Electronic,Basic,Yes
8720-RQSBJ,Male,1,1,44.0,44.0,Electronic,Basic,No
4537-CIBHB,Female,0,9,20.25,172.35,Mailed,Basic,No
3815-SLMEF,Female,0,3,34.25,139.35,Mailed,Basic,Yes
5154-VEKBL,Female,0,9,58.5,539.85,Mailed,Standard,Yes
4324-AHJKS,Female,0,5,55.8,300.4,Credit Card,Standard,No
4355-CVPVS,Female,0,56,88.9,4968.0,Bank Transfer,Premium,No
4495-LHSSK,Female,0,18,57.65,992.7,Mailed,Standard,No
5655-JSMZM,Male,1,49,96.2,4718.25,Electronic,Premium,Yes
5915-ANOEI,Male,0,70,79.15,5536.5,Mailed,Standard,No
9861-PDSZP,Female,0,72,108.05,7806.6,Credit Card,Premium,No
4505-EXZHB,Female,1,6,74.4,434.1,Electronic,Standard,Yes
7225-CBZPL,Male,1,17,94.8,1563.9,Electronic,Premium,No
6704-UTUKK,Male,0,29,45.9,1332.4,Electronic,Basic,No
4587-VVTOX,Female,0,6,105.3,545.2,Electronic,Premium,Yes
2019-HDCZY,Male,0,63,102.6,6296.75,Electronic,Premium,No
4652-NNHNY,Male,0,16,73.85,1284.2,Bank Transfer,Standard,Yes
8788-DOXSU,Male,0,59,61.35,3645.5,Bank Transfer,Standard,No
7404-JLKQG,Female,0,3,57.55,161.45,Electronic,Standard,No
7421-ZLUPA,Female,0,8,29.25,226.95,Mailed,Basic,No
8972-HJWNV,Female,1,7,84.55,646.85,Electronic,Premium,Yes
3274-NSDWE,Female,0,68,19.6,1441.65,Credit Card,Basic,No
2632-IVXVF,Female,0,68,111.75,7511.3,Credit Card,Premium,No
3692-JHONH,Female,1,52,106.5,5621.85,Electronic,Premium,No
8915-NNTRC,Male,0,72,107.7,7919.8,Credit Card,Premium,No
5914-GXMDA,Female,0,32,19.3,593.2,Mailed,Basic,No
7463-IFMQU,Female,0,72,20.05,1423.65,Bank Transfer,Basic,No
2920-RNCEZ,Male,0,1,69.95,69.95,Credit Card,Standard,No
2541-YGPKE,Male,0,42,63.7,2763.35,Credit Card,Standard,No
8515-OCTJS,Female,0,25,24.75,692.1,Credit Card,Basic,Yes
5382-TEMLV,Male,0,45,50.9,2298.55,Bank Transfer,Standard,No
3441-CGZJH,Female,0,43,60.4,2640.55,Credit Card,Standard,No
9592-ERDKV,Male,0,37,79.25,2911.8,Mailed,Standard,No
2860-RANUS,Female,1,20,85.8,1727.5,Credit Card,Premium,Yes
5261-QSHQM,Female,0,4,24.45,86.6,Electronic,Basic,Yes
4778-IZARL,Male,0,63,110.1,6705.7,Credit Card,Premium,No
0432-CAJZV,Male,0,3,90.7,237.65,Mailed,Premium,No
7008-LZVOZ,Male,0,66,25.3,1672.35,Credit Card,Basic,No
8868-WOZGU,Male,0,28,105.7,2979.5,Electronic,Premium,Yes
1200-TUZHR,Female,1,8,85.2,695.75,Electronic,Premium,No
9365-CSLBQ,Male,0,71,24.35,1654.6,Mailed,Basic,No
1334-FJSVR,Male,0,1,24.25,24.25,Electronic,Basic,Yes
5884-FBCTL,Female,0,72,25.1,1857.85,Bank Transfer,Basic,No
7130-CTCUS,Male,1,16,54.55,825.1,Bank Transfer,Standard,No
6242-FEGFD,Male,0,66,96.6,6424.25,Mailed,Premium,No
7625-XCQRH,Female,0,11,76.5,837.95,Electronic,Standard,Yes
6194-HBGQN,Male,0,51,81.15,4126.2,Credit Card,Premium,No
7634-WSWDB,Female,0,8,38.5,330.8,Electronic,Basic,No
6986-IXNDM,Male,0,14,92.9,1337.45,Electronic,Premium,No
1731-TVIUK,Female,0,4,93.5,362.2,Electronic,Premium,Yes
2987-BJXIK,Female,0,70,84.7,5991.05,Mailed,Premium,No
9769-TSBZE,Female,0,70,66.0,4891.5,Electronic,Standard,No
0406-BPDVR,Female,1,54,101.5,5373.1,Credit Card,Premium,Yes
0618-XWMSS,Male,0,28,74.9,2068.55,Bank Transfer,Standard,Yes
1395-WSWXR,Male,0,24,20.75,487.05,Mailed,Basic,No
6023-GSSXW,Female,0,69,61.45,4131.2,Credit Card,Standard,No
6752-APNJL,Male,0,42,54.5,2301.15,Mailed,Standard,No
5276-KQWHG,Female,1,2,69.6,131.65,Electronic,Standard,Yes
0420-HLGXF,Female,1,39,99.75,4036.0,Electronic,Premium,No
7446-KQISO,Male,0,45,109.75,4900.65,Bank Transfer,Premium,No
9823-EALYC,Male,0,72,80.85,5727.45,Bank Transfer,Premium,No
0582-AVCLN,Female,0,38,20.3,743.05,Mailed,Basic,No
5803-NQJZO,Male,0,72,67.8,4804.65,Bank Transfer,Standard,No
2565-JSLRY,Male,0,1,24.05,24.05,Mailed,Basic,Yes
2607-DHDAK,Male,0,72,19.8,1414.65,Credit Card,Basic,No
1073-XXCZD,Male,0,55,25.7,1443.65,Bank Transfer,Basic,No
0743-HRVFF,Female,0,51,56.15,2898.95,Electronic,Standard,No
4006-HKYHO,Male,0,63,86.7,5309.5,Bank Transfer,Premium,No
3727-JEZTU,Female,0,1,20.4,20.4,Mailed,Basic,No
8143-ETQTI,Female,0,23,19.65,451.55,Mailed,Basic,No
6689-KXGBO,Female,0,1,50.55,50.55,Electronic,Standard,Yes
9667-TKTVZ,Female,0,2,54.35,117.05,Mailed,Standard,No
3657-COGMW,Female,1,52,108.1,5839.3,Credit Card,Premium,No
8570-KLJYJ,Female,0,36,54.45,1893.5,Mailed,Standard,No
7754-IXRMC,Female,0,1,45.35,45.35,Mailed,Basic,No
9473-CBZOP,Female,0,28,59.0,1654.45,Mailed,Standard,No
2969-WGHQO,Female,0,7,69.45,477.05,Electronic,Standard,No
6615-NGGZJ,Male,0,14,100.55,1415.55,Electronic,Premium,Yes
4334-HOWRP,Male,1,72,64.95,4546.0,Credit Card,Standard,No
4255-DDUOU,Female,0,1,20.5,20.5,Mailed,Basic,Yes
5863-OOKCL,Female,0,10,18.85,163.2,Mailed,Basic,No
1686-STUHN,Male,0,42,19.8,849.9,Bank Transfer,Basic,No
1329-VHWNP,Female,0,7,25.05,189.95,Bank Transfer,Basic,No
2984-MIIZL,Male,0,4,74.8,321.9,Bank Transfer,Standard,Yes
0266-GMEAO,Male,0,72,114.3,8058.55,Credit Card,Premium,No
5590-YRFJT,Female,0,20,24.45,482.8,Electronic,Basic,Yes
5574-NXZIU,Male,0,63,109.2,7049.75,Credit Card,Premium,No
0019-GFNTW,Female,0,56,45.05,2560.1,Bank Transfer,Basic,No
4256-ZWTZI,Female,0,5,51.0,286.8,Mailed,Standard,No
8309-PPCED,Female,0,72,110.45,7982.5,Bank Transfer,Premium,No
4098-NAUKP,Male,1,68,84.65,5683.6,Electronic,Premium,No
5196-WPYOW,Male,0,67,60.05,3994.05,Mailed,Standard,No
4608-LCIMN,Male,0,8,44.65,369.15,Bank Transfer,Basic,No
1485-YDHMM,Male,0,52,93.25,4631.7,Bank Transfer,Premium,No
4054-CUMIA,Female,0,18,20.25,401.95,Mailed,Basic,No
0603-TPMIB,Female,0,59,25.45,1534.05,Mailed,Basic,No
2525-GVKQU,Female,0,60,20.6,1093.0,Mailed,Basic,No
8161-QYMTT,Male,0,7,94.1,701.3,Electronic,Premium,No
9581-GVBXT,Male,0,59,34.8,1980.3,Mailed,Basic,No
5862-BRIXZ,Male,0,46,60.75,2893.4,Bank Transfer,Standard,No
5404-GGUKR,Male,0,5,51.35,262.3,Electronic,Standard,No
3308-JSGML,Male,1,59,64.05,3886.85,Credit Card,Standard,No
2126-GSEGL,Female,0,70,84.8,5917.55,Bank Transfer,Premium,No
3677-TNKIO,Female,0,14,71.0,914.0,Credit Card,Standard,Yes
0440-QEXBZ,Female,0,44,50.15,2139.1,Mailed,Standard,No
2434-EEVDB,Female,0,64,94.6,5948.7,Credit Card,Premium,No
6762-QVYJO,Female,0,58,59.75,3624.35,Mailed,Standard,No
6199-IWKGC,Female,1,46,100.25,4753.85,Electronic,Premium,No
2675-DHUTR,Male,1,58,98.9,5780.7,Electronic,Premium,No
8152-VETUR,Female,0,72,97.7,6869.7,Credit Card,Premium,No
9667-EQRXU,Female,1,30,40.3,1172.95,Electronic,Basic,Yes
7446-YPODE,Male,1,11,60.25,662.95,Bank Transfer,Standard,No
9522-BNTHX,Female,1,34,56.25,1765.95,Electronic,Standard,No
4676-WLUHT,Male,0,54,46.2,2431.95,Bank Transfer,Basic,No
3329-WDIOK,Female,0,3,50.6,155.35,Electronic,Standard,Yes
7980-MHFLQ,Female,0,72,24.9,1859.2,Mailed,Basic,No
2873-ZLIWT,Female,0,40,84.85,3303.05,Electronic,Premium,Yes
3415-TAILE,Female,0,2,65.7,134.35,Mailed,Standard,Yes
0757-WCUUZ,Male,0,54,63.35,3409.1,Credit Card,Standard,No
1629-DQQVB,Female,0,14,50.1,709.5,Bank Transfer,Standard,No
1915-IOFGU,Female,0,1,70.5,70.5,Electronic,Standard,Yes
3045-XETSH,Female,0,10,94.85,953.45,Electronic,Premium,Yes
0374-AACSZ,Female,0,1,50.15,50.15,Electronic,Standard,No
7239-HZZCX,Male,0,1,19.75,19.75,Mailed,Basic,Yes
4872-VXRIL,Male,0,56,64.65,3665.55,Bank Transfer,Standard,No
9140-CZQZZ,Female,0,68,79.6,5515.8,Bank Transfer,Standard,No
3423-HHXAO,Female,0,14,19.5,272.0,Mailed,Basic,No
9938-TKDGL,Male,0,68,99.55,6668.0,Electronic,Premium,No
0531-ZZJWQ,Male,1,55,74.0,4052.4,Electronic,Standard,No
6537-QLGEX,Female,0,16,38.9,664.4,Electronic,Basic,No
2688-BHGOG,Male,1,9,79.55,718.55,Electronic,Standard,No
7683-CBDKJ,Male,0,14,65.45,937.6,Electronic,Standard,Yes
0946-CLJTI,Male,1,58,98.7,5812.6,Electronic,Premium,Yes
3160-TYXLT,Male,0,53,46.3,2546.85,Bank Transfer,Basic,No
1325-USMEC,Male,0,70,99.35,6944.5,Credit Card,Premium,No
0916-QOFDP,Female,1,14,95.8,1346.3,Electronic,Premium,No
0628-CNQRM,Male,0,22,67.5,1544.05,Bank Transfer,Standard,Yes
5606-AMZBO,Female,0,10,78.15,765.15,Credit Card,Standard,No
6199-IPCAO,Female,0,29,26.1,692.55,Mailed,Basic,No
7665-TOALD,Female,0,1,69.6,69.6,Electronic,Standard,Yes
0112-QWPNC,Male,0,49,84.35,4059.35,Electronic,Premium,Yes
0324-BRPCJ,Female,1,68,100.2,6851.65,Electronic,Premium,Yes
2777-PHDEI,Female,0,1,78.05,78.05,Electronic,Standard,Yes
5640-CAXOA,Female,0,30,40.35,1187.05,Credit Card,Basic,No
2235-EZAIK,Female,0,72,79.2,5401.9,Credit Card,Standard,No
3847-BAERP,Female,0,10,20.9,247.0,Mailed,Basic,No
1196-AMORA,Male,0,7,73.6,520.0,Electronic,Standard,Yes
4282-YMKNA,Female,0,9,74.75,706.6,Electronic,Standard,Yes
1453-RZFON,Female,0,1,49.9,49.9,Mailed,Basic,No
8263-OKETD,Female,0,20,68.9,1370.35,Credit Card,Standard,No
0670-KDOMA,Female,0,1,20.25,20.25,Mailed,Basic,No
2476-YGEFM,Female,0,29,76.0,2215.25,Credit Card,Standard,No
8687-BAFGU,Male,0,1,74.0,74.0,Electronic,Standard,No
0641-EVBOJ,Male,0,3,82.3,214.4,Mailed,Premium,No
0829-XXPLX,Female,0,20,89.4,1871.15,Bank Transfer,Premium,No
9974-JFBHQ,Male,0,64,99.15,6171.2,Credit Card,Premium,No
5356-RHIPP,Male,0,1,20.2,20.2,Mailed,Basic,Yes
6624-JDRDS,Female,0,6,29.45,161.45,Bank Transfer,Basic,No
0608-JDVEC,Male,0,50,19.8,1013.2,Electronic,Basic,No
9780-FKVVF,Male,0,6,59.15,336.7,Bank Transfer,Standard,No
1919-RTPQD,Male,0,7,44.75,333.65,Electronic,Basic,No
5214-NLTIT,Male,0,72,90.8,6511.8,Credit Card,Premium,No
3345-PBBFH,Male,0,8,49.55,393.45,Bank Transfer,Basic,No
5055-BRMNE,Female,0,67,106.7,7009.5,Credit Card,Premium,No
9189-JWSHV,Female,1,24,93.55,2264.05,Electronic,Premium,Yes
2190-PHBHR,Female,0,72,94.45,6921.7,Credit Card,Premium,No
2650-GYRYL,Male,0,33,19.45,600.25,Bank Transfer,Basic,No
0746-JTRFU,Male,0,2,25.05,56.35,Electronic,Basic,Yes
5208-FVQKB,Male,0,70,67.95,4664.15,Mailed,Standard,No
7184-LRUUR,Female,0,22,65.25,1441.8,Bank Transfer,Standard,No
6627-CFOSN,Female,0,59,99.45,5623.7,Bank Transfer,Premium,No
